repo,category,subcat,stars,star_1d,star_1d_pct,star_7d,star_7d_pct,forks,description,top_devs,contributors,created_at,updated_at,downloads*
voidful/TextRL,Model development,Modeling & training,518,0,0.00%,1,0.19%,64,Implementation of ChatGPT RLHF (Reinforcement Learning with Human Feedback) on any generation model in huggingface's transformer (blommz-176B/bloom/gpt/bart/T5/MetaICL),"voidful, Kongfha",2,2021-03-18,2023-06-20,0
howl-anderson/unlocking-the-power-of-llms,Tutorials,,2505,0,0.00%,4,0.16%,162,使用 Prompts 和 Chains 让 ChatGPT 成为神奇的生产力工具！Unlocking the power of LLMs.,howl-anderson,1,2023-02-16,1000-01-01,0
olivia-ai/olivia,Applications,Bots,3651,0,0.00%,1,0.03%,354,💁‍♀️Your new best friend powered by an artificial neural network,"hugolgst, Aury88, A-Yamout",16,2018-06-05,2021-02-25,0
gragland/chatgpt-chrome-extension,Applications,Bots,2786,0,0.00%,5,0.18%,447,A ChatGPT Chrome extension. Integrates ChatGPT into every text box on the internet.,"gragland, josephvtesta, Cadienvan",6,2022-12-04,2023-02-11,0
opendilab/DI-star,Applications,Bots,1152,0,0.00%,5,0.43%,109,An artificial intelligence platform for the StarCraft II with large-scale distributed training and grand-master agents.,"upia99, lkwargs, ain-soph",6,2021-07-04,2022-07-30,0
bhaskatripathi/pdfGPT,Applications,Info aggregation,6654,0,0.00%,15,0.23%,810,PDF GPT allows you to chat with the contents of your PDF file by using GPT capabilities. The most effective open source solution to turn your pdf files in a chatbot!,"bhaskatripathi, deepankarm, weartist",11,2023-03-07,2023-09-04,0
lucidrains/vector-quantize-pytorch,Model development,Inference optimization,1828,0,0.00%,10,0.55%,155,"Vector (and Scalar) Quantization, in Pytorch","lucidrains, sekstini, theAdamColton",11,2020-06-09,2024-02-10,0
peterw/Chat-with-Github-Repo,Applications,Coding,1067,0,0.00%,3,0.28%,161,"This repository contains two Python scripts that demonstrate how to create a chatbot using Streamlit, OpenAI GPT-3.5-turbo, and Activeloop's Deep Lake.","peterw, dtbuchholz, theurgi",8,2023-04-25,2023-05-09,0
google/generative-ai-swift,AI engineering,AIE framework,786,0,0.00%,16,2.04%,117,Google AI SDK for Swift,"andrewheard, peterfriese, keertk",13,2023-04-25,2024-04-03,0
RunLLM/aqueduct,Infrastructure,Compute management,522,0,0.00%,1,0.19%,16,Aqueduct is no longer being maintained. Aqueduct allows you to run LLM and ML workloads on any cloud infrastructure.,"kenxu95, cw75, saurav-c",15,2022-05-27,2023-06-07,4
IntelLabs/control-flag,Model development,Dataset engineering,1236,0,0.00%,0,0.00%,114,A system to flag anomalous source code expressions by learning typical expressions from training data,"nhasabni, jgottschlich, jsoref",5,2021-08-04,2024-03-02,0
nhaouari/obsidian-textgenerator-plugin,Applications,Writing,1233,0,0.00%,14,1.14%,99,Text generator is a handy plugin for Obsidian that helps you generate text content using GPT-3 (OpenAI).,"haouarihk, nhaouari, ncoquelet",13,2022-02-27,2024-03-20,507561
OpenGVLab/VisionLLM,Model repo,Multimodal,543,0,0.00%,1,0.18%,10,VisionLLM: Large Language Model is also an Open-Ended Decoder for Vision-Centric Tasks,czczup,1,2023-05-18,1000-01-01,0
lupantech/chameleon-llm,Model repo,,1009,0,0.00%,3,0.30%,84,"Codes for ""Chameleon: Plug-and-Play Compositional Reasoning with Large Language Models"".","lupantech, guspan-tanadi",2,2023-04-19,2023-12-23,0
getmetal/motorhead,AI engineering,Prompt engineering,818,0,0.00%,2,0.24%,72,🧠 Motorhead is a memory and information retrieval server for LLMs.,"Czechh, softboyjimbo, lambrou",11,2023-03-29,2024-03-06,0
taranjeet/awesome-gpts,Lists,,1190,0,0.00%,6,0.50%,82,Collection of all the GPTs created by the community,"aryankhanna475, taranjeet, ljgonzalez1",26,2023-11-10,2023-12-06,0
Xwin-LM/Xwin-LM,Model repo,,963,0,0.00%,6,0.62%,37,"Xwin-LM: Powerful, Stable, and Reproducible LLM Alignment","nbl97, REIGN12, zhangmiaosen2000",6,2023-09-11,2023-11-23,0
PhoebusSi/Alpaca-CoT,Model development,Modeling & training,2442,0,0.00%,15,0.61%,231,"We unified the interfaces of instruction-tuning data (e.g., CoT data), multiple LLMs and parameter-efficient methods (e.g., lora, p-tuning) together for easy use. We welcome open-source enthusiasts to initiate any meaningful PR on this repo and integrate as many LLM related technologies as possible. 我们打造了方便研究人员上手和使用大模型等微调平台，我们欢迎开源爱好者发起任何有意义的pr！","PhoebusSi, dkqkxx, re-burn",30,2023-03-24,2023-12-12,0
BruceMacD/chatd,Applications,Info aggregation,765,0,0.00%,17,2.22%,49,Chat with your documents using local AI,"BruceMacD, micheleriva, nonno-cicala",3,2023-10-20,2024-02-23,3229
jina-ai/discoart,Applications,Image production,3837,0,0.00%,2,0.05%,246,🪩 Create Disco Diffusion artworks in one line,"hanxiao, thegenerativegeneration, Hugo-Dz",7,2022-06-30,2023-04-20,0
thunlp/UltraChat,Model development,Dataset engineering,2088,0,0.00%,9,0.43%,107,"Large-scale, Informative, and Diverse Multi-round Chat Data (and Models)","ningding97, yulinchen99",3,2023-04-03,2023-04-24,0
THUDM/P-tuning-v2,Model development,Modeling & training,1870,0,0.00%,8,0.43%,187,An optimized deep prompt tuning strategy comparable to fine-tuning across scales and tasks,"Xiao9905, rainatam, sofyc",3,2021-10-14,2021-12-13,0
Maplemx/Agently,AI engineering,Agent,662,0,0.00%,4,0.60%,77,[AI Agent Application Development Framework] - 🚀 Build AI agent native application in very few code 💬 Easy to interact with AI agent in code using structure data and chained-calls syntax 🧩 Enhance AI Agent using plugins instead of rebuild a whole new agent,"Maplemx, jsCONFIG, sujeek",7,2023-06-30,2024-04-02,0
allenai/natural-instructions,AI engineering,Evals,885,0,0.00%,5,0.56%,183,Expanding natural instructions ,"yeganehkordi, Palipoor, Mirzyaaliii",87,2021-06-10,2023-03-22,0
jquesnelle/yarn,Model development,Modeling & training,1109,0,0.00%,9,0.81%,99,YaRN: Efficient Context Window Extension of Large Language Models,"jquesnelle, bloc97, honglu2875",4,2023-06-26,2023-11-20,0
salesforce/UniControl,Model repo,Multimodal,574,0,0.00%,3,0.52%,31,Unified Controllable Visual Generation Model,"canqin001, shugerdou, yihaocs",3,2023-05-18,1000-01-01,0
saharNooby/rwkv.cpp,Model development,Inference optimization,1088,0,0.00%,8,0.74%,71,INT4/INT5/INT8 and FP16 inference on CPU for RWKV language model,"ggerganov, saharNooby, anzz1",87,2023-03-30,2024-03-02,3696
IST-DASLab/sparsegpt,Model development,Inference optimization,606,0,0.00%,4,0.66%,76,"Code for the ICML 2023 paper ""SparseGPT: Massive Language Models Can Be Accurately Pruned in One-Shot"".","efrantar, Godofnothing",2,2023-03-20,2023-07-02,0
timqian/openprompt.co,Lists,Prompt engineering,1139,0,0.00%,-2,-0.18%,52,Create. Use. Share. ChatGPT prompts,timqian,2,2023-03-22,1000-01-01,0
lucidrains/PaLM-rlhf-pytorch,Model repo,,7580,0,0.00%,5,0.07%,658,Implementation of RLHF (Reinforcement Learning with Human Feedback) on top of the PaLM architecture. Basically ChatGPT but with PaLM,"lucidrains, conceptofmind, ell-hol",5,2022-12-09,2023-03-17,0
salesforce/ctrl,Model development,Modeling & training,1847,0,0.00%,2,0.11%,205,Conditional Transformer Language Model for Controllable Generation,"keskarnitish, voidism, julien-c",4,2019-08-29,2019-10-23,0
Ber666/llm-reasoners,AI engineering,Prompt engineering,772,0,0.00%,9,1.17%,47,A library for advanced large language model reasoning,"Ber666, Leolty, wu-qing-157",9,2023-06-01,2024-03-30,0
wong2/chatgpt-google-extension,Applications,Bots,13271,0,0.00%,0,0.00%,1497,This project is deprecated. Check my new project ChatHub:,"wong2, josStorer, hookzof",16,2022-12-04,2023-02-13,0
SCIR-HI/Huatuo-Llama-Med-Chinese,Model repo,,4193,0,0.00%,22,0.52%,406,"Repo for BenTsao [original name: HuaTuo (华驼)], Instruction-tuning Large Language Models with Chinese Medical Knowledge. 本草（原名：华驼）模型仓库，基于中文医学知识的大语言模型指令微调","s65b40, thinksoso, FlowolfzzZ",6,2023-03-31,2023-08-06,0
22-hours/cabrita,Model repo,Multilingual,540,0,0.00%,1,0.19%,65,Finetuning InstructLLaMA with portuguese data,"pedrogengo, piEsposito",2,2023-03-17,1000-01-01,0
lxe/simple-llm-finetuner,Model development,Modeling & training,2018,0,0.00%,2,0.10%,133,Simple UI for LLM Model Finetuning,"lxe, vadi2, 64-bit",5,2023-03-22,2023-04-23,0
thu-coai/Safety-Prompts,AI engineering,Evals,646,0,0.00%,4,0.62%,61,Chinese safety prompts for evaluating and improving the safety of LLMs. 中文安全prompts，用于评估和提升大模型的安全性。,TissueC,1,2023-04-18,1000-01-01,0
openai/automated-interpretability,AI engineering,Evals,873,0,0.00%,3,0.34%,100,,"henktillman, williamrs-openai, WuTheFWasThat",8,2023-05-08,2024-03-06,0
google/learned_optimization,Model development,Modeling & training,727,0,0.00%,1,0.14%,62,,"lukemetz, hawkinsp, jharrison42",12,2021-11-05,2023-12-23,0
Vchitect/SEINE,Model repo,Multimodal,778,0,0.00%,4,0.51%,55,[ICLR 2024] SEINE: Short-to-Long Video Diffusion Model for Generative Transition and Prediction,"xinyuanc91, wyhsirius, eltociear",3,2023-09-22,2024-01-17,0
tinygrad/teenygrad,Model development,Modeling & training,586,0,0.00%,6,1.02%,83,If tinygrad wasn't small enough for you...,geohot,1,2023-08-20,1000-01-01,0
salesforce/decaNLP,AI engineering,Evals,2335,0,0.00%,0,0.00%,476,The Natural Language Decathlon: A Multitask Challenge for NLP,"bmccann, huangyh1108, daminisatya",9,2018-06-20,2018-06-22,0
EgoAlpha/prompt-in-context-learning,Lists,,1317,0,0.00%,5,0.38%,80,"Awesome resources for in-context learning and prompt engineering: Mastery of the LLMs such as ChatGPT, GPT-3, and FlanT5, with up-to-date and cutting-edge updates.","EgoAlpha, cyfedu-dlut, GeshengSunDUT",4,2023-03-08,2023-11-01,0
kyegomez/LongNet,Model repo,,648,0,0.00%,3,0.46%,62,"Implementation of plug in and play Attention from ""LongNet: Scaling Transformers to 1,000,000,000 Tokens""",kyegomez,1,2023-07-06,1000-01-01,0
S-LoRA/S-LoRA,Infrastructure,Serving,1422,0,0.00%,14,0.98%,70,S-LoRA: Serving Thousands of Concurrent LoRA Adapters,"Ying1123, merrymercy, caoshiyi",5,2023-11-05,2024-01-04,0
code-kern-ai/refinery,Applications,,1359,0,0.00%,5,0.37%,64,"The data scientist's open-source choice to scale, assess and maintain natural language data. Treat training data like a software artifact.","jhoetter, JWittmeyer, FelixKirsch",10,2022-07-04,2024-03-15,0
MineDojo/Voyager,Applications,Bots,5090,0,0.00%,19,0.37%,476,An Open-Ended Embodied Agent with Large Language Models,"xieleo5, cmaranes, FOLLGAD",12,2023-05-25,2023-07-27,0
salesforce/WikiSQL,Model development,Dataset engineering,1545,0,0.00%,6,0.39%,317,A large annotated semantic parsing corpus for developing natural language interfaces.,"vzhong, sk210892, todpole3",21,2017-08-11,2023-03-23,0
OrionStarAI/Orion,Model repo,,745,0,0.00%,2,0.27%,54,"Orion-14B is a family of models includes a 14B foundation LLM, and a series of models: a chat model, a long context model, a quantized model, a RAG fine-tuned model, and an Agent fine-tuned model. Orion-14B 系列模型包括一个具有140亿参数的多语言基座大模型以及一系列相关的衍生模型，包括对话模型，长文本模型，量化模型，RAG微调模型，Agent微调模型等。","renillhuang, dachengai, chenxingphh",3,2024-01-17,2024-01-24,0
allenai/scispacy,Model repo,,1595,0,0.00%,2,0.13%,220,A full spaCy pipeline and models for scientific/biomedical documents.,"dakinggg, DeNeutoy, ibeltagy",21,2018-09-24,2024-03-30,0
ricklamers/gpt-code-ui,Applications,Coding,3463,0,0.00%,2,0.06%,431,An open source implementation of OpenAI's ChatGPT Code interpreter,"ricklamers, dasmy, tunayokumus",7,2023-05-10,2023-07-29,0
zenml-io/zenml,Infrastructure,Compute management,3616,0,0.00%,18,0.50%,394,"ZenML 🙏: Build portable, production-ready MLOps pipelines. https://zenml.io.","htahir1, strickvl, bcdurak",89,2020-11-19,2024-04-04,1
dotnet/machinelearning,Model development,Modeling & training,8806,0,0.00%,6,0.07%,1835,ML.NET is an open source and cross-platform machine learning framework for .NET.,"codemzs, michaelgsharp, Ivanidzo4ka",100+,2018-05-03,2024-03-04,0
kubeflow/katib,Model development,Modeling & training,1417,0,0.00%,2,0.14%,414,Repository for hyperparameter tuning,"andreyvelich, gaocegege, hougangliu",100+,2018-04-03,2024-04-03,135
AgnostiqHQ/covalent,Infrastructure,Compute management,678,0,0.00%,1,0.15%,83,Pythonic tool for orchestrating machine-learning/high performance/quantum-computing workflows in heterogeneous compute environments.,"wjcunningham7, kessler-frost, AlejandroEsquivel",45,2021-11-03,2024-02-28,0
SHI-Labs/OneFormer,Model repo,,1320,0,0.00%,4,0.30%,118,"OneFormer: One Transformer to Rule Universal Image Segmentation, arxiv 2022 / CVPR 2023","praeclarumjj3, honghuis, alihassanijr",5,2022-11-02,2023-04-18,0
SHI-Labs/Versatile-Diffusion,Model repo,,1286,0,0.00%,2,0.16%,80,"Versatile Diffusion: Text, Images and Variations All in One Diffusion Model, arXiv 2022 / ICCV 2023","xingqian2018, honghuis, anton-l",4,2022-11-02,2022-12-02,0
SHI-Labs/Prompt-Free-Diffusion,Model repo,,699,0,0.00%,4,0.57%,35,"Prompt-Free Diffusion: Taking ""Text"" out of Text-to-Image Diffusion Models, arxiv 2023 / CVPR 2024",xingqian2018,1,2023-05-19,1000-01-01,0
baaivision/GeoDream,Model repo,Multimodal,552,0,0.00%,2,0.36%,12,GeoDream: Disentangling 2D and Geometric Priors for High-Fidelity and Consistent 3D Generation,"mabaorui, Bitterdhg, junshengzhou",4,2023-12-01,1000-01-01,0
knuckleswtf/scribe,Applications,Coding,1487,0,0.00%,9,0.61%,264,Generate API documentation for humans from your Laravel codebase.✍,"shalvah, mpociot, james2doyle",100+,2020-05-02,2024-03-17,0
THUDM/SwissArmyTransformer,Model repo,,836,0,0.00%,2,0.24%,79,SwissArmyTransformer is a flexible and powerful library to develop your own Transformer variants.,"1049451037, dm-thu, Sleepychord",23,2021-10-06,2024-02-01,0
RobustNLP/CipherChat,AI engineering,Evals,512,0,0.00%,4,0.78%,60,A framework to evaluate the generalization capability of safety alignment for LLMs,"YouliangYuan, good1uck, wxjiao",5,2023-08-10,2023-08-20,0
neuralmagic/sparseml,Model development,Inference optimization,1959,0,0.00%,3,0.15%,138,"Libraries for applying sparsification recipes to neural networks with a few lines of code, enabling faster and smaller models","bfineran, markurtz, rahul-tuli",42,2020-12-11,2024-04-04,260
intel-analytics/ipex-llm,Model development,Inference optimization,5454,0,0.00%,0,0.00%,1170,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, Baichuan, Mixtral, Gemma, etc.) on Intel CPU and GPU (e.g., local PC with iGPU, discrete GPU such as Arc, Flex and Max). A PyTorch LLM library that seamlessly integrates with llama.cpp, HuggingFace, LangChain, LlamaIndex, DeepSpeed, vLLM, FastChat, ModelScope, etc.","Oscilloscope98, rnwang04, plusbang",93,2016-08-29,2024-04-04,340
Liuhong99/Sophia,Model development,Modeling & training,839,-1,-0.12%,5,0.60%,46,The official implementation of “Sophia: A Scalable Stochastic Second-order Optimizer for Language Model Pre-training”,"Liuhong99, attesaarela, eltociear",5,2023-05-23,2024-01-30,0
deep-floyd/IF,Model repo,Multimodal,7478,-1,-0.01%,9,0.12%,479,,"shonenkov, zeroshot-ai, apolinario",8,2023-01-20,2023-06-02,0
togethercomputer/OpenChatKit,AI engineering,AIE framework,8994,-1,-0.01%,-2,-0.02%,1010,,"xzyaoi, justusc, csris",16,2023-03-03,2023-08-17,0
zhayujie/bot-on-anything,AI engineering,AI interface,3643,-1,-0.03%,5,0.14%,875,"Connect AI models (like ChatGPT-3.5/4.0, Baidu Yiyan, New Bing, Bard) to apps (like Wechat, public account, DingTalk, Telegram,  QQ).  将 ChatGPT、必应、文心一言、谷歌Bard 等对话模型连接各类应用，如微信、公众号、QQ、Telegram、Gmail、Slack、Web、企业微信、飞书、钉钉等。","zhayujie, RegimenArsenic, mouyong",20,2023-02-09,2023-04-22,0
dave1010/tree-of-thought-prompting,AI engineering,Prompt engineering,561,-1,-0.18%,2,0.36%,54,Using Tree-of-Thought Prompting to boost ChatGPT's reasoning,"dave1010, ikamanu",2,2023-05-22,2023-05-24,0
Syan-Lin/CyberWaifu,Applications,Bots,945,-1,-0.11%,3,0.32%,114,LLM + TTS 的真实感聊天机器人 | QQ 机器人 | 支持表情包、QQ 表情、联网搜索,Syan-Lin,1,2023-04-16,1000-01-01,0
ConnectAI-E/Feishu-OpenAI,Applications,Bots,5318,-1,-0.02%,8,0.15%,923,🎒 飞书  ×（GPT-4 + GPT-4V + DALL·E-3 + Whisper）=  飞一般的工作体验  🚀 语音对话、角色扮演、多话题讨论、图片创作、表格分析、文档导出 🚀,"Leizhenpeng, DDMeaqua, aaakoako",32,2023-02-07,2023-11-20,2974
AIGC-Audio/AudioGPT,Model repo,,9733,-1,-0.01%,6,0.06%,823,"AudioGPT: Understanding and Generating Speech, Music, Sound, and Talking Head","lmzjms, Rongjiehuang, PeppaPiggeee",11,2023-03-16,2023-05-05,0
rockbenben/ChatGPT-Shortcut,AI engineering,Prompt engineering,5710,-1,-0.02%,10,0.18%,687,"🚀💪Maximize your efficiency and productivity, support for English,中文,Español,العربية. 让生产力加倍的AI快捷指令。更有效地定制、保存和分享自己的提示词。在提示词分享社区中，轻松找到适用于不同场景的指令。","rockbenben, francisafu, CharlieJCJ",6,2023-02-24,2024-03-26,18
all-in-aigc/aicover,Applications,Creative,1356,-1,-0.07%,8,0.59%,245,ai cover generator,"idoubi, eltociear",2,2024-01-28,2024-02-03,0
msoedov/langcorn,Infrastructure,Serving,800,-1,-0.13%,4,0.50%,60,⛓️ Serving LangChain LLM apps and agents automagically with FastApi. LLMops,"msoedov, kevroy314, pors",3,2023-04-14,2023-09-19,0
morph-labs/rift,Applications,Coding,2991,-1,-0.03%,4,0.13%,140,Rift: an AI-native language server for your personal AI software engineer,"cristianoc, jesse-michael-han, EdAyers",12,2023-06-14,2023-10-19,1511
OpenBMB/VisCPM,Model repo,Multimodal,950,-1,-0.11%,1,0.11%,87,[ICLR'24 spotlight] Chinese and English Multimodal Large Model Series (Chat and Paint) | 基于CPM基础模型的中英双语多模态大模型系列,"JamesHujy, Cppowboy, Cuiunbo",5,2023-06-30,2023-09-07,0
snorkel-team/snorkel,Model development,Dataset engineering,5689,-1,-0.02%,2,0.04%,854,A system for quickly generating training data with weak supervision,"ajratner, henryre, stephenbach",69,2016-02-26,2024-01-11,1055
OpenMOSS/MOSS,Model repo,Agent,11790,-1,-0.01%,3,0.03%,1142,An open-source tool-augmented conversational language model from Fudan University,"txsun1997, xyltt, piglaker",15,2023-04-15,2023-05-16,0
